order_id,product_id,quantity,order_date,due_date,priority,release_time,penalty_per_hour
ORD_00663,TYRE_0020,51,2026-01-24,2026-01-28,M,2026-01-24,36
ORD_00664,TYRE_0138,95,2026-01-22,2026-01-28,M,2026-01-22,58
ORD_00665,TYRE_0009,98,2026-01-14,2026-01-18,M,2026-01-14,86
ORD_00666,TYRE_0025,71,2026-01-26,2026-01-27,H,2026-01-26,42
ORD_00667,TYRE_0119,29,2026-01-28,2026-02-04,M,2026-01-28,10
ORD_00668,TYRE_0055,76,2026-01-23,2026-01-28,M,2026-01-23,30
ORD_00669,TYRE_0106,91,2026-01-14,2026-01-20,M,2026-01-14,64
ORD_00670,TYRE_0055,26,2026-01-24,2026-01-28,M,2026-01-24,15
ORD_00671,TYRE_0140,89,2026-01-02,2026-01-08,M,2026-01-02,90
ORD_00672,TYRE_0009,45,2026-01-13,2026-01-19,M,2026-01-13,78
ORD_00673,TYRE_0124,86,2026-01-26,2026-02-09,L,2026-01-26,14
ORD_00674,TYRE_0119,77,2026-01-14,2026-01-19,M,2026-01-14,12
ORD_00675,TYRE_0135,51,2026-01-27,2026-02-02,M,2026-01-27,62
ORD_00676,TYRE_0114,97,2026-01-24,2026-02-01,L,2026-01-24,32
ORD_00677,TYRE_0025,43,2026-01-19,2026-01-24,M,2026-01-19,62
ORD_00678,TYRE_0102,7,2026-01-07,2026-01-13,M,2026-01-07,46
ORD_00679,TYRE_0070,17,2026-01-03,2026-01-13,L,2026-01-03,83
ORD_00680,TYRE_0014,51,2026-01-15,2026-01-17,H,2026-01-15,83
ORD_00681,TYRE_0063,16,2026-01-23,2026-01-29,M,2026-01-23,92
ORD_00682,TYRE_0080,97,2026-01-14,2026-01-23,L,2026-01-14,26
ORD_00683,TYRE_0086,94,2026-01-11,2026-01-14,H,2026-01-11,94
ORD_00684,TYRE_0048,43,2026-01-15,2026-01-18,H,2026-01-15,87
ORD_00685,TYRE_0090,12,2026-01-28,2026-02-01,M,2026-01-28,82
ORD_00686,TYRE_0085,58,2026-01-13,2026-01-20,M,2026-01-13,10
ORD_00687,TYRE_0030,100,2026-01-18,2026-01-29,L,2026-01-18,60
ORD_00688,TYRE_0002,11,2026-01-26,2026-02-02,M,2026-01-26,54
ORD_00689,TYRE_0116,46,2026-01-06,2026-01-11,M,2026-01-06,86
ORD_00690,TYRE_0102,98,2026-01-03,2026-01-06,H,2026-01-03,13
ORD_00691,TYRE_0114,33,2026-01-19,2026-01-23,M,2026-01-19,71
ORD_00692,TYRE_0090,48,2026-01-15,2026-01-20,M,2026-01-15,74
ORD_00693,TYRE_0080,38,2026-01-25,2026-02-01,M,2026-01-25,41
ORD_00694,TYRE_0118,22,2026-01-23,2026-01-28,M,2026-01-23,43
ORD_00695,TYRE_0120,76,2026-01-05,2026-01-10,M,2026-01-05,81
ORD_00696,TYRE_0119,14,2026-01-28,2026-02-02,M,2026-01-28,48
ORD_00697,TYRE_0112,19,2026-01-10,2026-01-14,M,2026-01-10,35
ORD_00698,TYRE_0108,46,2026-01-07,2026-01-12,M,2026-01-07,43
ORD_00699,TYRE_0085,26,2026-01-25,2026-01-27,H,2026-01-25,63
ORD_00700,TYRE_0113,10,2026-01-17,2026-01-24,M,2026-01-17,12
ORD_00701,TYRE_0059,24,2026-01-07,2026-01-09,H,2026-01-07,59
ORD_00702,TYRE_0021,36,2026-01-22,2026-01-23,H,2026-01-22,21
ORD_00703,TYRE_0037,6,2026-01-26,2026-02-07,L,2026-01-26,74
ORD_00704,TYRE_0090,65,2026-01-30,2026-02-01,H,2026-01-30,63
ORD_00705,TYRE_0120,31,2026-01-12,2026-01-17,M,2026-01-12,14
ORD_00706,TYRE_0143,84,2026-01-25,2026-02-01,M,2026-01-25,66
ORD_00707,TYRE_0036,53,2026-01-17,2026-01-21,M,2026-01-17,26
ORD_00708,TYRE_0055,26,2026-01-13,2026-01-19,M,2026-01-13,56
ORD_00709,TYRE_0120,11,2026-01-20,2026-01-26,M,2026-01-20,32
ORD_00710,TYRE_0043,39,2026-01-25,2026-01-28,H,2026-01-25,88
ORD_00711,TYRE_0092,42,2026-01-04,2026-01-12,L,2026-01-04,94
ORD_00712,TYRE_0098,70,2026-01-10,2026-01-17,M,2026-01-10,23
ORD_00713,TYRE_0025,81,2026-01-03,2026-01-18,L,2026-01-03,75
ORD_00714,TYRE_0012,76,2026-01-09,2026-01-11,H,2026-01-09,84
ORD_00715,TYRE_0005,44,2026-01-13,2026-01-16,H,2026-01-13,60
ORD_00716,TYRE_0135,49,2026-01-18,2026-01-22,M,2026-01-18,47
ORD_00717,TYRE_0090,69,2026-01-15,2026-01-20,M,2026-01-15,73
ORD_00718,TYRE_0116,8,2026-01-04,2026-01-11,M,2026-01-04,47
ORD_00719,TYRE_0071,55,2026-01-15,2026-01-21,M,2026-01-15,59
ORD_00720,TYRE_0022,58,2026-01-22,2026-01-27,M,2026-01-22,91
ORD_00721,TYRE_0126,82,2026-01-02,2026-01-08,M,2026-01-02,39
ORD_00722,TYRE_0145,22,2026-01-15,2026-01-18,H,2026-01-15,88
ORD_00723,TYRE_0055,44,2026-01-08,2026-01-18,L,2026-01-08,60
ORD_00724,TYRE_0134,23,2026-01-08,2026-01-22,L,2026-01-08,72
ORD_00725,TYRE_0144,13,2026-01-17,2026-01-30,L,2026-01-17,61
ORD_00726,TYRE_0119,23,2026-01-12,2026-01-14,H,2026-01-12,47
ORD_00727,TYRE_0081,57,2026-01-19,2026-02-02,L,2026-01-19,97
ORD_00728,TYRE_0119,24,2026-01-10,2026-01-22,L,2026-01-10,88
ORD_00729,TYRE_0027,83,2026-01-09,2026-01-10,H,2026-01-09,39
ORD_00730,TYRE_0009,81,2026-01-05,2026-01-10,M,2026-01-05,60
ORD_00731,TYRE_0055,93,2026-01-06,2026-01-07,H,2026-01-06,90
ORD_00732,TYRE_0034,96,2026-01-20,2026-01-27,M,2026-01-20,14
ORD_00733,TYRE_0012,65,2026-01-26,2026-02-10,L,2026-01-26,38
ORD_00734,TYRE_0120,6,2026-01-02,2026-01-09,M,2026-01-02,13
ORD_00735,TYRE_0105,31,2026-01-27,2026-02-01,M,2026-01-27,19
ORD_00736,TYRE_0048,83,2026-01-24,2026-02-08,L,2026-01-24,65
ORD_00737,TYRE_0124,59,2026-01-27,2026-02-07,L,2026-01-27,26
ORD_00738,TYRE_0116,97,2026-01-13,2026-01-20,M,2026-01-13,83
ORD_00739,TYRE_0009,71,2026-01-06,2026-01-14,L,2026-01-06,26
ORD_00740,TYRE_0109,36,2026-01-05,2026-01-13,L,2026-01-05,93
ORD_00741,TYRE_0135,76,2026-01-25,2026-02-02,L,2026-01-25,97
ORD_00742,TYRE_0143,29,2026-01-01,2026-01-05,M,2026-01-01,78
ORD_00743,TYRE_0135,64,2026-01-21,2026-02-02,L,2026-01-21,43
ORD_00744,TYRE_0025,93,2026-01-22,2026-01-26,M,2026-01-22,15
ORD_00745,TYRE_0126,16,2026-01-21,2026-01-28,M,2026-01-21,62
ORD_00746,TYRE_0028,94,2026-01-06,2026-01-09,H,2026-01-06,75
ORD_00747,TYRE_0135,8,2026-01-06,2026-01-13,M,2026-01-06,86
ORD_00748,TYRE_0080,63,2026-01-23,2026-02-03,L,2026-01-23,52
ORD_00749,TYRE_0124,96,2026-01-16,2026-01-21,M,2026-01-16,84
ORD_00750,TYRE_0023,86,2026-01-04,2026-01-06,H,2026-01-04,32
ORD_00751,TYRE_0118,53,2026-01-30,2026-02-04,M,2026-01-30,64
ORD_00752,TYRE_0116,77,2026-01-11,2026-01-17,M,2026-01-11,89
ORD_00753,TYRE_0038,27,2026-01-30,2026-01-31,H,2026-01-30,84
ORD_00754,TYRE_0013,98,2026-01-30,2026-02-05,M,2026-01-30,25
ORD_00755,TYRE_0114,20,2026-01-30,2026-02-04,M,2026-01-30,17
ORD_00756,TYRE_0051,6,2026-01-24,2026-01-26,H,2026-01-24,13
ORD_00757,TYRE_0149,82,2026-01-23,2026-01-27,M,2026-01-23,13
ORD_00758,TYRE_0060,63,2026-01-09,2026-01-16,M,2026-01-09,65
ORD_00759,TYRE_0113,36,2026-01-23,2026-01-27,M,2026-01-23,34
ORD_00760,TYRE_0071,11,2026-01-03,2026-01-08,M,2026-01-03,76
ORD_00761,TYRE_0116,23,2026-01-19,2026-01-23,M,2026-01-19,76
ORD_00762,TYRE_0147,47,2026-01-08,2026-01-20,L,2026-01-08,36
ORD_00763,TYRE_0012,25,2026-01-05,2026-01-06,H,2026-01-05,41
ORD_00764,TYRE_0146,63,2026-01-04,2026-01-09,M,2026-01-04,59
ORD_00765,TYRE_0092,43,2026-01-24,2026-02-02,L,2026-01-24,70
ORD_00766,TYRE_0138,59,2026-01-06,2026-01-10,M,2026-01-06,60
ORD_00767,TYRE_0016,20,2026-01-02,2026-01-07,M,2026-01-02,28
ORD_00768,TYRE_0070,72,2026-01-20,2026-01-27,M,2026-01-20,30
ORD_00769,TYRE_0120,78,2026-01-28,2026-02-01,M,2026-01-28,14
ORD_00770,TYRE_0135,97,2026-01-11,2026-01-26,L,2026-01-11,91
ORD_00771,TYRE_0073,38,2026-01-04,2026-01-10,M,2026-01-04,51
ORD_00772,TYRE_0009,83,2026-01-15,2026-01-20,M,2026-01-15,70
ORD_00773,TYRE_0118,68,2026-01-06,2026-01-13,M,2026-01-06,31
ORD_00774,TYRE_0059,5,2026-01-22,2026-01-27,M,2026-01-22,30
ORD_00775,TYRE_0109,99,2026-01-17,2026-01-21,M,2026-01-17,79
ORD_00776,TYRE_0106,49,2026-01-30,2026-02-05,M,2026-01-30,10
ORD_00777,TYRE_0085,93,2026-01-24,2026-01-29,M,2026-01-24,14
ORD_00778,TYRE_0090,69,2026-01-06,2026-01-08,H,2026-01-06,21
ORD_00779,TYRE_0143,47,2026-01-19,2026-01-22,H,2026-01-19,99
ORD_00780,TYRE_0119,27,2026-01-30,2026-02-03,M,2026-01-30,55
ORD_00781,TYRE_0108,65,2026-01-25,2026-02-01,M,2026-01-25,43
ORD_00782,TYRE_0034,73,2026-01-02,2026-01-09,M,2026-01-02,58
ORD_00783,TYRE_0118,100,2026-01-15,2026-01-22,M,2026-01-15,87
ORD_00784,TYRE_0118,76,2026-01-11,2026-01-17,M,2026-01-11,99
ORD_00785,TYRE_0120,50,2026-01-08,2026-01-14,M,2026-01-08,54
ORD_00786,TYRE_0126,48,2026-01-26,2026-01-30,M,2026-01-26,36
ORD_00787,TYRE_0136,28,2026-01-19,2026-02-02,L,2026-01-19,82
ORD_00788,TYRE_0149,95,2026-01-13,2026-01-19,M,2026-01-13,35
ORD_00789,TYRE_0008,68,2026-01-12,2026-01-16,M,2026-01-12,56
ORD_00790,TYRE_0095,32,2026-01-05,2026-01-11,M,2026-01-05,95
ORD_00791,TYRE_0012,30,2026-01-06,2026-01-07,H,2026-01-06,65
ORD_00792,TYRE_0113,69,2026-01-26,2026-02-02,M,2026-01-26,72
ORD_00793,TYRE_0124,46,2026-01-22,2026-02-03,L,2026-01-22,57
ORD_00794,TYRE_0149,91,2026-01-04,2026-01-07,H,2026-01-04,70
ORD_00795,TYRE_0052,54,2026-01-19,2026-01-26,M,2026-01-19,90
ORD_00796,TYRE_0133,10,2026-01-20,2026-01-22,H,2026-01-20,35
ORD_00797,TYRE_0022,18,2026-01-01,2026-01-05,M,2026-01-01,45
ORD_00798,TYRE_0055,78,2026-01-20,2026-01-24,M,2026-01-20,10
ORD_00799,TYRE_0053,41,2026-01-17,2026-01-22,M,2026-01-17,17
ORD_00800,TYRE_0124,39,2026-01-12,2026-01-16,M,2026-01-12,61
ORD_00801,TYRE_0106,76,2026-01-15,2026-01-18,H,2026-01-15,88
ORD_00802,TYRE_0120,39,2026-01-01,2026-01-07,M,2026-01-01,56
ORD_00803,TYRE_0061,26,2026-01-26,2026-02-06,L,2026-01-26,65
ORD_00804,TYRE_0009,11,2026-01-14,2026-01-29,L,2026-01-14,95
ORD_00805,TYRE_0086,18,2026-01-06,2026-01-14,L,2026-01-06,23
ORD_00806,TYRE_0113,95,2026-01-05,2026-01-10,M,2026-01-05,99
ORD_00807,TYRE_0080,83,2026-01-30,2026-02-06,M,2026-01-30,37
ORD_00808,TYRE_0124,64,2026-01-11,2026-01-20,L,2026-01-11,96
ORD_00809,TYRE_0113,17,2026-01-04,2026-01-19,L,2026-01-04,87
ORD_00810,TYRE_0055,65,2026-01-13,2026-01-20,M,2026-01-13,97
ORD_00811,TYRE_0102,38,2026-01-11,2026-01-14,H,2026-01-11,11
ORD_00812,TYRE_0100,47,2026-01-03,2026-01-06,H,2026-01-03,35
ORD_00813,TYRE_0083,13,2026-01-01,2026-01-05,M,2026-01-01,23
ORD_00814,TYRE_0014,41,2026-01-06,2026-01-11,M,2026-01-06,68
ORD_00815,TYRE_0147,56,2026-01-18,2026-01-19,H,2026-01-18,65
ORD_00816,TYRE_0027,43,2026-01-24,2026-01-28,M,2026-01-24,16
ORD_00817,TYRE_0135,84,2026-01-10,2026-01-15,M,2026-01-10,12
ORD_00818,TYRE_0012,13,2026-01-05,2026-01-19,L,2026-01-05,32
ORD_00819,TYRE_0108,60,2026-01-23,2026-01-30,M,2026-01-23,27
ORD_00820,TYRE_0124,27,2026-01-10,2026-01-15,M,2026-01-10,47
ORD_00821,TYRE_0019,19,2026-01-12,2026-01-19,M,2026-01-12,24
ORD_00822,TYRE_0109,61,2026-01-02,2026-01-06,M,2026-01-02,73
ORD_00823,TYRE_0135,92,2026-01-13,2026-01-14,H,2026-01-13,98
ORD_00824,TYRE_0097,16,2026-01-08,2026-01-12,M,2026-01-08,37
ORD_00825,TYRE_0126,23,2026-01-02,2026-01-10,L,2026-01-02,83
ORD_00826,TYRE_0115,83,2026-01-20,2026-01-27,M,2026-01-20,48
ORD_00827,TYRE_0120,43,2026-01-01,2026-01-07,M,2026-01-01,66
ORD_00828,TYRE_0048,96,2026-01-05,2026-01-12,M,2026-01-05,26
ORD_00829,TYRE_0088,83,2026-01-09,2026-01-17,L,2026-01-09,95
ORD_00830,TYRE_0103,12,2026-01-17,2026-01-29,L,2026-01-17,99
ORD_00831,TYRE_0145,95,2026-01-09,2026-01-17,L,2026-01-09,53
ORD_00832,TYRE_0014,8,2026-01-11,2026-01-13,H,2026-01-11,34
ORD_00833,TYRE_0061,96,2026-01-15,2026-01-21,M,2026-01-15,26
ORD_00834,TYRE_0135,89,2026-01-24,2026-01-29,M,2026-01-24,22
ORD_00835,TYRE_0126,51,2026-01-06,2026-01-08,H,2026-01-06,93
ORD_00836,TYRE_0039,22,2026-01-23,2026-01-28,M,2026-01-23,34
ORD_00837,TYRE_0085,67,2026-01-03,2026-01-06,H,2026-01-03,77
ORD_00838,TYRE_0034,58,2026-01-30,2026-02-02,H,2026-01-30,19
ORD_00839,TYRE_0108,70,2026-01-17,2026-01-24,M,2026-01-17,76
ORD_00840,TYRE_0108,33,2026-01-05,2026-01-11,M,2026-01-05,27
ORD_00841,TYRE_0009,98,2026-01-30,2026-02-01,H,2026-01-30,95
ORD_00842,TYRE_0118,9,2026-01-28,2026-02-03,M,2026-01-28,43
ORD_00843,TYRE_0145,19,2026-01-12,2026-01-18,M,2026-01-12,17
ORD_00844,TYRE_0061,98,2026-01-18,2026-01-21,H,2026-01-18,49
ORD_00845,TYRE_0149,64,2026-01-14,2026-01-26,L,2026-01-14,92
ORD_00846,TYRE_0118,36,2026-01-21,2026-01-30,L,2026-01-21,51
ORD_00847,TYRE_0119,92,2026-01-24,2026-01-28,M,2026-01-24,50
ORD_00848,TYRE_0090,48,2026-01-11,2026-01-15,M,2026-01-11,15
ORD_00849,TYRE_0043,78,2026-01-09,2026-01-16,M,2026-01-09,61
ORD_00850,TYRE_0107,42,2026-01-02,2026-01-08,M,2026-01-02,35
ORD_00851,TYRE_0061,98,2026-01-12,2026-01-24,L,2026-01-12,73
ORD_00852,TYRE_0066,79,2026-01-03,2026-01-05,H,2026-01-03,68
ORD_00853,TYRE_0116,99,2026-01-03,2026-01-09,M,2026-01-03,65
ORD_00854,TYRE_0025,69,2026-01-01,2026-01-06,M,2026-01-01,68
ORD_00855,TYRE_0090,83,2026-01-08,2026-01-13,M,2026-01-08,79
ORD_00856,TYRE_0149,82,2026-01-22,2026-01-26,M,2026-01-22,42
ORD_00857,TYRE_0080,52,2026-01-28,2026-02-04,M,2026-01-28,62
ORD_00858,TYRE_0066,67,2026-01-29,2026-02-03,M,2026-01-29,31
ORD_00859,TYRE_0118,15,2026-01-08,2026-01-21,L,2026-01-08,30
ORD_00860,TYRE_0039,54,2026-01-11,2026-01-25,L,2026-01-11,79
ORD_00861,TYRE_0109,31,2026-01-09,2026-01-14,M,2026-01-09,79
ORD_00862,TYRE_0108,19,2026-01-05,2026-01-11,M,2026-01-05,13
ORD_00863,TYRE_0109,65,2026-01-14,2026-01-20,M,2026-01-14,84
ORD_00864,TYRE_0136,65,2026-01-28,2026-02-04,M,2026-01-28,71
ORD_00865,TYRE_0118,41,2026-01-30,2026-02-07,L,2026-01-30,71
ORD_00866,TYRE_0114,72,2026-01-03,2026-01-09,M,2026-01-03,33
ORD_00867,TYRE_0010,86,2026-01-21,2026-01-24,H,2026-01-21,64
ORD_00868,TYRE_0149,47,2026-01-05,2026-01-11,M,2026-01-05,18
ORD_00869,TYRE_0090,79,2026-01-05,2026-01-08,H,2026-01-05,12
ORD_00870,TYRE_0143,98,2026-01-19,2026-01-24,M,2026-01-19,40
ORD_00871,TYRE_0049,45,2026-01-27,2026-02-01,M,2026-01-27,49
ORD_00872,TYRE_0055,6,2026-01-14,2026-01-15,H,2026-01-14,45
ORD_00873,TYRE_0118,49,2026-01-26,2026-01-28,H,2026-01-26,33
ORD_00874,TYRE_0025,8,2026-01-30,2026-02-03,M,2026-01-30,15
ORD_00875,TYRE_0116,81,2026-01-04,2026-01-15,L,2026-01-04,75
ORD_00876,TYRE_0061,82,2026-01-25,2026-02-03,L,2026-01-25,93
ORD_00877,TYRE_0055,19,2026-01-13,2026-01-18,M,2026-01-13,84
ORD_00878,TYRE_0064,86,2026-01-10,2026-01-14,M,2026-01-10,13
ORD_00879,TYRE_0106,37,2026-01-25,2026-01-31,M,2026-01-25,88
ORD_00880,TYRE_0113,53,2026-01-18,2026-01-22,M,2026-01-18,15
ORD_00881,TYRE_0116,27,2026-01-08,2026-01-14,M,2026-01-08,60
ORD_00882,TYRE_0086,83,2026-01-08,2026-01-19,L,2026-01-08,71
ORD_00883,TYRE_0085,74,2026-01-07,2026-01-12,M,2026-01-07,66
ORD_00884,TYRE_0055,61,2026-01-08,2026-01-12,M,2026-01-08,75
ORD_00885,TYRE_0026,78,2026-01-14,2026-01-15,H,2026-01-14,88
ORD_00886,TYRE_0114,24,2026-01-19,2026-01-21,H,2026-01-19,84
ORD_00887,TYRE_0000,39,2026-01-29,2026-02-12,L,2026-01-29,17
ORD_00888,TYRE_0124,70,2026-01-06,2026-01-14,L,2026-01-06,35
ORD_00889,TYRE_0125,98,2026-01-01,2026-01-08,M,2026-01-01,60
ORD_00890,TYRE_0017,54,2026-01-23,2026-01-27,M,2026-01-23,54
ORD_00891,TYRE_0123,50,2026-01-15,2026-01-18,H,2026-01-15,53
ORD_00892,TYRE_0025,51,2026-01-01,2026-01-05,M,2026-01-01,14
ORD_00893,TYRE_0124,42,2026-01-25,2026-01-27,H,2026-01-25,79
ORD_00894,TYRE_0012,89,2026-01-17,2026-01-24,M,2026-01-17,35
ORD_00895,TYRE_0061,85,2026-01-01,2026-01-05,M,2026-01-01,77
ORD_00896,TYRE_0124,61,2026-01-15,2026-01-18,H,2026-01-15,28
ORD_00897,TYRE_0035,97,2026-01-23,2026-01-24,H,2026-01-23,93
ORD_00898,TYRE_0061,74,2026-01-02,2026-01-06,M,2026-01-02,29
ORD_00899,TYRE_0086,7,2026-01-14,2026-01-21,M,2026-01-14,21
ORD_00900,TYRE_0116,56,2026-01-21,2026-01-25,M,2026-01-21,56
ORD_00901,TYRE_0090,91,2026-01-08,2026-01-15,M,2026-01-08,10
ORD_00902,TYRE_0137,34,2026-01-08,2026-01-11,H,2026-01-08,99
ORD_00903,TYRE_0009,88,2026-01-19,2026-01-26,M,2026-01-19,23
ORD_00904,TYRE_0048,36,2026-01-07,2026-01-15,L,2026-01-07,73
ORD_00905,TYRE_0033,11,2026-01-19,2026-01-22,H,2026-01-19,47
ORD_00906,TYRE_0024,80,2026-01-06,2026-01-11,M,2026-01-06,46
ORD_00907,TYRE_0108,81,2026-01-06,2026-01-08,H,2026-01-06,20
ORD_00908,TYRE_0056,59,2026-01-03,2026-01-04,H,2026-01-03,86
ORD_00909,TYRE_0108,46,2026-01-07,2026-01-21,L,2026-01-07,12
ORD_00910,TYRE_0055,46,2026-01-19,2026-01-24,M,2026-01-19,42
ORD_00911,TYRE_0054,47,2026-01-08,2026-01-13,M,2026-01-08,15
ORD_00912,TYRE_0106,26,2026-01-10,2026-01-12,H,2026-01-10,59
ORD_00913,TYRE_0141,79,2026-01-20,2026-01-21,H,2026-01-20,19
ORD_00914,TYRE_0042,25,2026-01-15,2026-01-22,M,2026-01-15,14
ORD_00915,TYRE_0086,27,2026-01-15,2026-01-16,H,2026-01-15,32
ORD_00916,TYRE_0072,93,2026-01-29,2026-02-05,M,2026-01-29,19
ORD_00917,TYRE_0126,57,2026-01-01,2026-01-08,M,2026-01-01,53
ORD_00918,TYRE_0012,81,2026-01-20,2026-01-24,M,2026-01-20,11
ORD_00919,TYRE_0086,85,2026-01-30,2026-02-03,M,2026-01-30,22
ORD_00920,TYRE_0077,76,2026-01-07,2026-01-11,M,2026-01-07,49
ORD_00921,TYRE_0042,84,2026-01-27,2026-02-05,L,2026-01-27,11
ORD_00922,TYRE_0143,64,2026-01-04,2026-01-15,L,2026-01-04,93
ORD_00923,TYRE_0053,19,2026-01-29,2026-02-03,M,2026-01-29,74
ORD_00924,TYRE_0121,90,2026-01-06,2026-01-11,M,2026-01-06,72
ORD_00925,TYRE_0013,31,2026-01-25,2026-01-31,M,2026-01-25,82
ORD_00926,TYRE_0124,10,2026-01-01,2026-01-08,M,2026-01-01,26
ORD_00927,TYRE_0116,25,2026-01-29,2026-02-08,L,2026-01-29,18
ORD_00928,TYRE_0124,35,2026-01-05,2026-01-09,M,2026-01-05,84
ORD_00929,TYRE_0148,100,2026-01-27,2026-02-01,M,2026-01-27,24
ORD_00930,TYRE_0083,46,2026-01-23,2026-01-27,M,2026-01-23,33
ORD_00931,TYRE_0102,53,2026-01-01,2026-01-06,M,2026-01-01,47
ORD_00932,TYRE_0018,11,2026-01-30,2026-02-06,M,2026-01-30,44
ORD_00933,TYRE_0037,27,2026-01-04,2026-01-11,M,2026-01-04,58
ORD_00934,TYRE_0126,85,2026-01-22,2026-01-27,M,2026-01-22,78
ORD_00935,TYRE_0106,9,2026-01-02,2026-01-07,M,2026-01-02,71
ORD_00936,TYRE_0015,64,2026-01-10,2026-01-14,M,2026-01-10,69
ORD_00937,TYRE_0012,42,2026-01-05,2026-01-10,M,2026-01-05,59
ORD_00938,TYRE_0090,78,2026-01-27,2026-02-01,M,2026-01-27,87
ORD_00939,TYRE_0058,67,2026-01-10,2026-01-13,H,2026-01-10,84
ORD_00940,TYRE_0055,40,2026-01-01,2026-01-08,M,2026-01-01,18
ORD_00941,TYRE_0112,36,2026-01-22,2026-01-27,M,2026-01-22,43
ORD_00942,TYRE_0080,78,2026-01-06,2026-01-11,M,2026-01-06,85
ORD_00943,TYRE_0106,65,2026-01-13,2026-01-21,L,2026-01-13,44
ORD_00944,TYRE_0129,55,2026-01-15,2026-01-18,H,2026-01-15,10
ORD_00945,TYRE_0090,62,2026-01-04,2026-01-08,M,2026-01-04,49
ORD_00946,TYRE_0113,93,2026-01-13,2026-01-17,M,2026-01-13,73
ORD_00947,TYRE_0055,35,2026-01-24,2026-01-26,H,2026-01-24,31
ORD_00948,TYRE_0113,44,2026-01-20,2026-01-23,H,2026-01-20,69
ORD_00949,TYRE_0109,63,2026-01-24,2026-02-01,L,2026-01-24,73
ORD_00950,TYRE_0126,28,2026-01-15,2026-01-29,L,2026-01-15,81
ORD_00951,TYRE_0094,85,2026-01-29,2026-02-02,M,2026-01-29,20
ORD_00952,TYRE_0138,42,2026-01-08,2026-01-12,M,2026-01-08,23
ORD_00953,TYRE_0106,92,2026-01-05,2026-01-10,M,2026-01-05,69
ORD_00954,TYRE_0138,70,2026-01-29,2026-02-02,M,2026-01-29,39
ORD_00955,TYRE_0093,54,2026-01-15,2026-01-24,L,2026-01-15,44
ORD_00956,TYRE_0009,27,2026-01-04,2026-01-06,H,2026-01-04,94
ORD_00957,TYRE_0061,31,2026-01-12,2026-01-15,H,2026-01-12,46
ORD_00958,TYRE_0124,88,2026-01-13,2026-01-17,M,2026-01-13,14
ORD_00959,TYRE_0143,100,2026-01-02,2026-01-07,M,2026-01-02,92
ORD_00960,TYRE_0082,69,2026-01-27,2026-02-02,M,2026-01-27,87
ORD_00961,TYRE_0070,49,2026-01-19,2026-01-21,H,2026-01-19,35
ORD_00962,TYRE_0118,65,2026-01-19,2026-01-23,M,2026-01-19,71
ORD_00963,TYRE_0136,84,2026-01-04,2026-01-19,L,2026-01-04,13
ORD_00964,TYRE_0055,29,2026-01-04,2026-01-13,L,2026-01-04,98
ORD_00965,TYRE_0117,27,2026-01-26,2026-01-28,H,2026-01-26,51
ORD_00966,TYRE_0113,19,2026-01-11,2026-01-13,H,2026-01-11,98
ORD_00967,TYRE_0127,71,2026-01-27,2026-01-28,H,2026-01-27,27
ORD_00968,TYRE_0005,65,2026-01-05,2026-01-10,M,2026-01-05,49
ORD_00969,TYRE_0109,42,2026-01-20,2026-01-24,M,2026-01-20,81
ORD_00970,TYRE_0043,71,2026-01-11,2026-01-22,L,2026-01-11,48
ORD_00971,TYRE_0112,67,2026-01-30,2026-02-05,M,2026-01-30,23
ORD_00972,TYRE_0061,63,2026-01-10,2026-01-17,M,2026-01-10,41
ORD_00973,TYRE_0126,26,2026-01-08,2026-01-20,L,2026-01-08,60
ORD_00974,TYRE_0058,11,2026-01-06,2026-01-12,M,2026-01-06,47
ORD_00975,TYRE_0025,84,2026-01-06,2026-01-11,M,2026-01-06,32
ORD_00976,TYRE_0137,95,2026-01-08,2026-01-13,M,2026-01-08,72
ORD_00977,TYRE_0039,10,2026-01-23,2026-01-24,H,2026-01-23,24
ORD_00978,TYRE_0147,52,2026-01-15,2026-01-17,H,2026-01-15,34
ORD_00979,TYRE_0145,49,2026-01-26,2026-02-01,M,2026-01-26,26
ORD_00980,TYRE_0109,73,2026-01-14,2026-01-19,M,2026-01-14,75
ORD_00981,TYRE_0048,23,2026-01-11,2026-01-13,H,2026-01-11,87
ORD_00982,TYRE_0081,74,2026-01-12,2026-01-15,H,2026-01-12,62
ORD_00983,TYRE_0084,65,2026-01-26,2026-02-01,M,2026-01-26,60
ORD_00984,TYRE_0146,48,2026-01-13,2026-01-20,M,2026-01-13,48
ORD_00985,TYRE_0122,91,2026-01-08,2026-01-18,L,2026-01-08,60
ORD_00986,TYRE_0025,33,2026-01-30,2026-02-02,H,2026-01-30,79
ORD_00987,TYRE_0113,79,2026-01-18,2026-01-23,M,2026-01-18,15
ORD_00988,TYRE_0090,30,2026-01-25,2026-02-06,L,2026-01-25,76
ORD_00989,TYRE_0145,70,2026-01-01,2026-01-10,L,2026-01-01,16
ORD_00990,TYRE_0086,90,2026-01-15,2026-01-19,M,2026-01-15,60
ORD_00991,TYRE_0126,52,2026-01-08,2026-01-15,M,2026-01-08,81
ORD_00992,TYRE_0043,44,2026-01-28,2026-02-03,M,2026-01-28,51
ORD_00993,TYRE_0143,61,2026-01-11,2026-01-14,H,2026-01-11,73
ORD_00994,TYRE_0106,25,2026-01-12,2026-01-24,L,2026-01-12,24
