order_id,product_id,quantity,order_date,due_date,priority
ORD_00845,TYRE_0149,64,2026-01-14,2026-01-26,L
ORD_00846,TYRE_0118,36,2026-01-21,2026-01-30,L
ORD_00847,TYRE_0119,92,2026-01-24,2026-01-28,M
ORD_00848,TYRE_0090,48,2026-01-11,2026-01-15,M
ORD_00849,TYRE_0043,78,2026-01-09,2026-01-16,M
ORD_00850,TYRE_0107,42,2026-01-02,2026-01-08,M
ORD_00851,TYRE_0061,98,2026-01-12,2026-01-24,L
ORD_00852,TYRE_0066,79,2026-01-03,2026-01-05,H
ORD_00853,TYRE_0116,99,2026-01-03,2026-01-09,M
ORD_00854,TYRE_0025,69,2026-01-01,2026-01-06,M
ORD_00855,TYRE_0090,83,2026-01-08,2026-01-13,M
ORD_00856,TYRE_0149,82,2026-01-22,2026-01-26,M
ORD_00857,TYRE_0080,52,2026-01-28,2026-02-04,M
ORD_00858,TYRE_0066,67,2026-01-29,2026-02-03,M
ORD_00859,TYRE_0118,15,2026-01-08,2026-01-21,L
ORD_00860,TYRE_0039,54,2026-01-11,2026-01-25,L
ORD_00861,TYRE_0109,31,2026-01-09,2026-01-14,M
ORD_00862,TYRE_0108,19,2026-01-05,2026-01-11,M
ORD_00863,TYRE_0109,65,2026-01-14,2026-01-20,M
ORD_00864,TYRE_0136,65,2026-01-28,2026-02-04,M
ORD_00865,TYRE_0118,41,2026-01-30,2026-02-07,L
ORD_00866,TYRE_0114,72,2026-01-03,2026-01-09,M
ORD_00867,TYRE_0010,86,2026-01-21,2026-01-24,H
ORD_00868,TYRE_0149,47,2026-01-05,2026-01-11,M
ORD_00869,TYRE_0090,79,2026-01-05,2026-01-08,H
ORD_00870,TYRE_0143,98,2026-01-19,2026-01-24,M
ORD_00871,TYRE_0049,45,2026-01-27,2026-02-01,M
ORD_00872,TYRE_0055,6,2026-01-14,2026-01-15,H
ORD_00873,TYRE_0118,49,2026-01-26,2026-01-28,H
ORD_00874,TYRE_0025,8,2026-01-30,2026-02-03,M
ORD_00875,TYRE_0116,81,2026-01-04,2026-01-15,L
ORD_00876,TYRE_0061,82,2026-01-25,2026-02-03,L
ORD_00877,TYRE_0055,19,2026-01-13,2026-01-18,M
ORD_00878,TYRE_0064,86,2026-01-10,2026-01-14,M
ORD_00879,TYRE_0106,37,2026-01-25,2026-01-31,M
ORD_00880,TYRE_0113,53,2026-01-18,2026-01-22,M
ORD_00881,TYRE_0116,27,2026-01-08,2026-01-14,M
ORD_00882,TYRE_0086,83,2026-01-08,2026-01-19,L
ORD_00883,TYRE_0085,74,2026-01-07,2026-01-12,M
ORD_00884,TYRE_0055,61,2026-01-08,2026-01-12,M
ORD_00885,TYRE_0026,78,2026-01-14,2026-01-15,H
ORD_00886,TYRE_0114,24,2026-01-19,2026-01-21,H
ORD_00887,TYRE_0000,39,2026-01-29,2026-02-12,L
ORD_00888,TYRE_0124,70,2026-01-06,2026-01-14,L
ORD_00889,TYRE_0125,98,2026-01-01,2026-01-08,M
ORD_00890,TYRE_0017,54,2026-01-23,2026-01-27,M
ORD_00891,TYRE_0123,50,2026-01-15,2026-01-18,H
ORD_00892,TYRE_0025,51,2026-01-01,2026-01-05,M
ORD_00893,TYRE_0124,42,2026-01-25,2026-01-27,H
ORD_00894,TYRE_0012,89,2026-01-17,2026-01-24,M
ORD_00895,TYRE_0061,85,2026-01-01,2026-01-05,M
ORD_00896,TYRE_0124,61,2026-01-15,2026-01-18,H
ORD_00897,TYRE_0035,97,2026-01-23,2026-01-24,H
ORD_00898,TYRE_0061,74,2026-01-02,2026-01-06,M
ORD_00899,TYRE_0086,7,2026-01-14,2026-01-21,M
ORD_00900,TYRE_0116,56,2026-01-21,2026-01-25,M
ORD_00901,TYRE_0090,91,2026-01-08,2026-01-15,M
ORD_00902,TYRE_0137,34,2026-01-08,2026-01-11,H
ORD_00903,TYRE_0009,88,2026-01-19,2026-01-26,M
ORD_00904,TYRE_0048,36,2026-01-07,2026-01-15,L
ORD_00905,TYRE_0033,11,2026-01-19,2026-01-22,H
ORD_00906,TYRE_0024,80,2026-01-06,2026-01-11,M
ORD_00907,TYRE_0108,81,2026-01-06,2026-01-08,H
ORD_00908,TYRE_0056,59,2026-01-03,2026-01-04,H
ORD_00909,TYRE_0108,46,2026-01-07,2026-01-21,L
ORD_00910,TYRE_0055,46,2026-01-19,2026-01-24,M
ORD_00911,TYRE_0054,47,2026-01-08,2026-01-13,M
ORD_00912,TYRE_0106,26,2026-01-10,2026-01-12,H
ORD_00913,TYRE_0141,79,2026-01-20,2026-01-21,H
ORD_00914,TYRE_0042,25,2026-01-15,2026-01-22,M
ORD_00915,TYRE_0086,27,2026-01-15,2026-01-16,H
ORD_00916,TYRE_0072,93,2026-01-29,2026-02-05,M
ORD_00917,TYRE_0126,57,2026-01-01,2026-01-08,M
ORD_00918,TYRE_0012,81,2026-01-20,2026-01-24,M
ORD_00919,TYRE_0086,85,2026-01-30,2026-02-03,M
ORD_00920,TYRE_0077,76,2026-01-07,2026-01-11,M
ORD_00921,TYRE_0042,84,2026-01-27,2026-02-05,L
ORD_00922,TYRE_0143,64,2026-01-04,2026-01-15,L
ORD_00923,TYRE_0053,19,2026-01-29,2026-02-03,M
ORD_00924,TYRE_0121,90,2026-01-06,2026-01-11,M
ORD_00925,TYRE_0013,31,2026-01-25,2026-01-31,M
ORD_00926,TYRE_0124,10,2026-01-01,2026-01-08,M
ORD_00927,TYRE_0116,25,2026-01-29,2026-02-08,L
ORD_00928,TYRE_0124,35,2026-01-05,2026-01-09,M
ORD_00929,TYRE_0148,100,2026-01-27,2026-02-01,M
ORD_00930,TYRE_0083,46,2026-01-23,2026-01-27,M
ORD_00931,TYRE_0102,53,2026-01-01,2026-01-06,M
ORD_00932,TYRE_0018,11,2026-01-30,2026-02-06,M
ORD_00933,TYRE_0037,27,2026-01-04,2026-01-11,M
ORD_00934,TYRE_0126,85,2026-01-22,2026-01-27,M
ORD_00935,TYRE_0106,9,2026-01-02,2026-01-07,M
ORD_00936,TYRE_0015,64,2026-01-10,2026-01-14,M
ORD_00937,TYRE_0012,42,2026-01-05,2026-01-10,M
ORD_00938,TYRE_0090,78,2026-01-27,2026-02-01,M
ORD_00939,TYRE_0058,67,2026-01-10,2026-01-13,H
ORD_00940,TYRE_0055,40,2026-01-01,2026-01-08,M
ORD_00941,TYRE_0112,36,2026-01-22,2026-01-27,M
ORD_00942,TYRE_0080,78,2026-01-06,2026-01-11,M
ORD_00943,TYRE_0106,65,2026-01-13,2026-01-21,L
ORD_00944,TYRE_0129,55,2026-01-15,2026-01-18,H
ORD_00945,TYRE_0090,62,2026-01-04,2026-01-08,M
ORD_00946,TYRE_0113,93,2026-01-13,2026-01-17,M
ORD_00947,TYRE_0055,35,2026-01-24,2026-01-26,H
ORD_00948,TYRE_0113,44,2026-01-20,2026-01-23,H
ORD_00949,TYRE_0109,63,2026-01-24,2026-02-01,L
ORD_00950,TYRE_0126,28,2026-01-15,2026-01-29,L
ORD_00951,TYRE_0094,85,2026-01-29,2026-02-02,M
ORD_00952,TYRE_0138,42,2026-01-08,2026-01-12,M
ORD_00953,TYRE_0106,92,2026-01-05,2026-01-10,M
ORD_00954,TYRE_0138,70,2026-01-29,2026-02-02,M
ORD_00955,TYRE_0093,54,2026-01-15,2026-01-24,L
ORD_00956,TYRE_0009,27,2026-01-04,2026-01-06,H
ORD_00957,TYRE_0061,31,2026-01-12,2026-01-15,H
ORD_00958,TYRE_0124,88,2026-01-13,2026-01-17,M
ORD_00959,TYRE_0143,100,2026-01-02,2026-01-07,M
ORD_00960,TYRE_0082,69,2026-01-27,2026-02-02,M
ORD_00961,TYRE_0070,49,2026-01-19,2026-01-21,H
ORD_00962,TYRE_0118,65,2026-01-19,2026-01-23,M
ORD_00963,TYRE_0136,84,2026-01-04,2026-01-19,L
ORD_00964,TYRE_0055,29,2026-01-04,2026-01-13,L
ORD_00965,TYRE_0117,27,2026-01-26,2026-01-28,H
ORD_00966,TYRE_0113,19,2026-01-11,2026-01-13,H
ORD_00967,TYRE_0127,71,2026-01-27,2026-01-28,H
ORD_00968,TYRE_0005,65,2026-01-05,2026-01-10,M
ORD_00969,TYRE_0109,42,2026-01-20,2026-01-24,M
ORD_00970,TYRE_0043,71,2026-01-11,2026-01-22,L
ORD_00971,TYRE_0112,67,2026-01-30,2026-02-05,M
ORD_00972,TYRE_0061,63,2026-01-10,2026-01-17,M
ORD_00973,TYRE_0126,26,2026-01-08,2026-01-20,L
ORD_00974,TYRE_0058,11,2026-01-06,2026-01-12,M
ORD_00975,TYRE_0025,84,2026-01-06,2026-01-11,M
ORD_00976,TYRE_0137,95,2026-01-08,2026-01-13,M
ORD_00977,TYRE_0039,10,2026-01-23,2026-01-24,H
ORD_00978,TYRE_0147,52,2026-01-15,2026-01-17,H
ORD_00979,TYRE_0145,49,2026-01-26,2026-02-01,M
ORD_00980,TYRE_0109,73,2026-01-14,2026-01-19,M
ORD_00981,TYRE_0048,23,2026-01-11,2026-01-13,H
ORD_00982,TYRE_0081,74,2026-01-12,2026-01-15,H
ORD_00983,TYRE_0084,65,2026-01-26,2026-02-01,M
ORD_00984,TYRE_0146,48,2026-01-13,2026-01-20,M
ORD_00985,TYRE_0122,91,2026-01-08,2026-01-18,L
ORD_00986,TYRE_0025,33,2026-01-30,2026-02-02,H
ORD_00987,TYRE_0113,79,2026-01-18,2026-01-23,M
ORD_00988,TYRE_0090,30,2026-01-25,2026-02-06,L
ORD_00989,TYRE_0145,70,2026-01-01,2026-01-10,L
ORD_00990,TYRE_0086,90,2026-01-15,2026-01-19,M
ORD_00991,TYRE_0126,52,2026-01-08,2026-01-15,M
ORD_00992,TYRE_0043,44,2026-01-28,2026-02-03,M
ORD_00993,TYRE_0143,61,2026-01-11,2026-01-14,H
ORD_00994,TYRE_0106,25,2026-01-12,2026-01-24,L
ORD_00995,TYRE_0108,22,2026-01-12,2026-01-19,M
ORD_00996,TYRE_0022,65,2026-01-04,2026-01-06,H
ORD_00997,TYRE_0134,80,2026-01-16,2026-01-25,L
ORD_00998,TYRE_0022,39,2026-01-04,2026-01-07,H
ORD_00999,TYRE_0145,30,2026-01-05,2026-01-10,M
